id_user,Cantidad_items,Dinero_gastado,recommend
76561198048289869,4,0.0,No hay reseñas.
76561198048289897,71,893.37,No hay reseñas.
76561198048289927,40,552.66,No hay reseñas.
76561198048292861,113,924.43,No hay reseñas.
76561198048292871,41,269.86,No hay reseñas.
76561198048295155,11,139.91,No hay reseñas.
76561198048298229,18,99.94,No hay reseñas.
76561198048302807,27,214.9,No hay reseñas.
76561198048303696,36,254.83,No hay reseñas.
76561198048304284,1,29.99,No hay reseñas.
76561198048309002,24,245.82999999999998,No hay reseñas.
76561198048309514,12,95.91,No hay reseñas.
76561198048310544,11,304.9,No hay reseñas.
76561198048311062,23,281.84,No hay reseñas.
76561198048312212,49,657.56,100.00 %
76561198048312286,17,229.85999999999999,No hay reseñas.
76561198048312520,7,49.96,No hay reseñas.
76561198048317562,17,9.99,No hay reseñas.
76561198048320483,23,124.89,No hay reseñas.
76561198048334447,34,123.9,No hay reseñas.
76561198048334813,287,3832.32,100.00 %
76561198048335513,78,1141.43,No hay reseñas.
76561198048339806,84,998.38,No hay reseñas.
76561198048346071,56,817.5699999999999,100.00 %
76561198048348337,157,1504.86,85.71 %
76561198048349168,21,249.9,No hay reseñas.
76561198048350497,29,383.77,No hay reseñas.
76561198048350499,2,19.99,No hay reseñas.
76561198048350991,47,419.83,75.00 %
76561198048351944,16,301.84,No hay reseñas.
76561198048352089,3,29.98,No hay reseñas.
76561198048353577,83,676.41,100.00 %
76561198048353879,10,90.95,No hay reseñas.
76561198048354078,151,2404.61,No hay reseñas.
76561198048354323,40,664.65,No hay reseñas.
76561198048357969,73,1005.3299999999999,100.00 %
76561198048358239,33,503.7,No hay reseñas.
76561198048363380,448,6079.3099999999995,No hay reseñas.
76561198048363750,160,2435.56,No hay reseñas.
76561198048364688,61,1055.45,No hay reseñas.
76561198048365774,56,411.63,0.00 %
76561198048366344,11,114.9,No hay reseñas.
76561198048366348,1,19.99,No hay reseñas.
76561198048368056,79,820.5,No hay reseñas.
76561198048369310,93,1258.16,No hay reseñas.
76561198048369498,60,909.47,No hay reseñas.
76561198048370750,44,274.78,No hay reseñas.
76561198048370828,122,1832.97,100.00 %
76561198048373117,18,104.94,100.00 %
76561198048374375,35,439.78999999999996,No hay reseñas.
76561198048376894,56,881.56,0.00 %
76561198048395763,59,970.44,No hay reseñas.
76561198048396795,60,873.4499999999999,No hay reseñas.
76561198048401235,60,663.58,No hay reseñas.
76561198048401365,33,469.71999999999997,No hay reseñas.
76561198048402871,15,134.9,No hay reseñas.
76561198048403406,15,239.92000000000002,No hay reseñas.
76561198048412445,35,625.68,No hay reseñas.
76561198048412465,46,659.63,No hay reseñas.
76561198048414145,67,1148.1299999999999,No hay reseñas.
76561198048415572,26,244.77,No hay reseñas.
76561198048415933,5,169.95,No hay reseñas.
76561198048416787,17,210.85,No hay reseñas.
76561198048416962,43,491.71999999999997,No hay reseñas.
76561198048417105,11,217.9,100.00 %
76561198048418671,24,234.85,No hay reseñas.
76561198048419460,1,9.99,No hay reseñas.
76561198048422544,17,164.89,No hay reseñas.
76561198048424818,4,32.97,100.00 %
76561198048425046,1,19.99,No hay reseñas.
76561198048429589,28,211.84,No hay reseñas.
76561198048429936,129,1982.6799999999998,No hay reseñas.
76561198048430376,13,30.94,No hay reseñas.
76561198048430868,65,1050.42,No hay reseñas.
76561198048431923,17,169.89,No hay reseñas.
76561198048432706,32,345.75,100.00 %
76561198048434306,2,39.98,No hay reseñas.
76561198048435361,101,1340.11,100.00 %
76561198048437384,236,3302.94,50.00 %
76561198048437698,49,720.6,No hay reseñas.
76561198048440326,13,169.92,No hay reseñas.
76561198048443858,9,154.91,No hay reseñas.
76561198048444188,6,34.98,No hay reseñas.
76561198048445908,81,748.4499999999999,No hay reseñas.
76561198048446536,6,75.96,No hay reseñas.
76561198048448000,7,104.94,No hay reseñas.
76561198048451004,23,263.83,No hay reseñas.
76561198048459138,71,997.18,100.00 %
76561198048470761,53,373.76,No hay reseñas.
76561198048489297,6,49.95,No hay reseñas.
76561198048491595,203,3106.13,100.00 %
76561198048492223,1,0.0,No hay reseñas.
76561198048493945,11,19.99,No hay reseñas.
76561198048494523,152,2452.55,No hay reseñas.
76561198048494718,44,362.77,No hay reseñas.
76561198048495575,57,715.66,No hay reseñas.
76561198048495843,30,319.78999999999996,100.00 %
76561198048496281,10,194.92000000000002,No hay reseñas.
76561198048496459,1,39.99,No hay reseñas.
76561198048496517,6,9.99,No hay reseñas.
76561198048498003,150,1927.58,No hay reseñas.
76561198048498433,7,139.72,No hay reseñas.
76561198048499169,44,431.67,50.00 %
76561198048499812,63,290.75,No hay reseñas.
76561198048502884,1,9.99,No hay reseñas.
76561198048503920,99,851.25,50.00 %
76561198048504173,16,149.91,No hay reseñas.
76561198048504980,14,158.9,No hay reseñas.
76561198048506749,83,702.88,100.00 %
76561198048507792,43,614.58,No hay reseñas.
76561198048507876,21,235.79,No hay reseñas.
76561198048515088,8,99.94999999999999,No hay reseñas.
76561198048515776,54,879.56,No hay reseñas.
76561198048522134,2,24.98,No hay reseñas.
76561198048522348,3,49.97,No hay reseñas.
76561198048527702,71,338.71999999999997,No hay reseñas.
76561198048529546,25,264.84,No hay reseñas.
76561198048557313,118,1451.3,No hay reseñas.
76561198048560315,8,89.94,No hay reseñas.
76561198048567319,63,852.4599999999999,No hay reseñas.
76561198048571729,43,442.71,No hay reseñas.
76561198048571861,1,19.99,No hay reseñas.
76561198048572147,84,996.3199999999999,No hay reseñas.
76561198048572239,10,114.95,No hay reseñas.
76561198048577063,14,176.9,No hay reseñas.
76561198048578169,34,656.72,100.00 %
76561198048578673,18,194.85,No hay reseñas.
76561198048579527,54,894.5,No hay reseñas.
76561198048580681,29,307.79999999999995,No hay reseñas.
76561198048584625,47,678.56,No hay reseñas.
76561198048587968,13,192.89,No hay reseñas.
76561198048588244,290,4540.98,50.00 %
76561198048588710,20,193.87,No hay reseñas.
76561198048589724,47,748.67,No hay reseñas.
76561198048590320,427,6006.33,100.00 %
76561198048591022,20,224.89999999999998,100.00 %
76561198048591148,2,29.979999999999997,No hay reseñas.
76561198048591384,34,159.88,100.00 %
76561198048592484,4,34.98,No hay reseñas.
76561198048593808,187,2436.35,No hay reseñas.
76561198048597470,22,331.83,No hay reseñas.
76561198048597734,69,1165.41,No hay reseñas.
76561198048604866,4,0.0,No hay reseñas.
76561198048631873,1,24.99,No hay reseñas.
76561198048632673,2,29.979999999999997,No hay reseñas.
76561198048633975,71,1277.41,50.00 %
76561198048637557,105,1238.09,No hay reseñas.
76561198048638445,49,824.61,100.00 %
76561198048639473,27,299.8,No hay reseñas.
76561198048639913,1,19.99,No hay reseñas.
76561198048641171,48,591.55,No hay reseñas.
76561198048641355,3,54.980000000000004,No hay reseñas.
76561198048641701,41,719.46,No hay reseñas.
76561198048645176,1,4.99,No hay reseñas.
76561198048646439,34,515.6899999999999,No hay reseñas.
76561198048648934,22,39.96,No hay reseñas.
76561198048650290,7,54.97,No hay reseñas.
76561198048650430,19,377.77,No hay reseñas.
76561198048650648,14,77.94,100.00 %
76561198048652482,14,156.87,No hay reseñas.
76561198048652656,2,9.99,No hay reseñas.
76561198048654412,8,114.92,No hay reseñas.
76561198048654878,69,784.39,No hay reseñas.
76561198048655768,37,339.71,No hay reseñas.
76561198048656058,84,1165.2,No hay reseñas.
76561198048656890,20,259.87,No hay reseñas.
76561198048667744,120,1679.76,No hay reseñas.
76561198048678719,18,304.82,No hay reseñas.
76561198048685389,2,21.979999999999997,No hay reseñas.
76561198048686178,7,67.95,No hay reseñas.
76561198048689429,7,24.98,No hay reseñas.
76561198048691489,82,1249.33,100.00 %
76561198048691905,67,639.17,100.00 %
76561198048692161,142,2172.68,No hay reseñas.
76561198048693328,55,389.71,No hay reseñas.
76561198048695403,16,169.9,No hay reseñas.
76561198048696234,12,170.89,No hay reseñas.
76561198048699007,16,210.85999999999999,No hay reseñas.
76561198048701431,106,2025.01,100.00 %
76561198048703180,52,623.68,0.00 %
76561198048709944,96,1346.13,100.00 %
76561198048712102,151,2352.7999999999997,100.00 %
76561198048713444,25,430.78999999999996,No hay reseñas.
76561198048713880,92,1134.33,No hay reseñas.
76561198048715162,18,169.86,No hay reseñas.
76561198048724387,30,218.82999999999998,No hay reseñas.
76561198048725542,103,1279.44,No hay reseñas.
76561198048739595,39,525.66,No hay reseñas.
76561198048741633,120,1590.94,No hay reseñas.
76561198048741857,48,426.11,No hay reseñas.
76561198048742149,27,250.79999999999998,No hay reseñas.
76561198048742559,5,59.99,No hay reseñas.
76561198048742639,8,54.97,No hay reseñas.
76561198048746179,35,547.66,100.00 %
76561198048748073,6,29.98,No hay reseñas.
76561198048749210,39,372.81,No hay reseñas.
76561198048750619,12,69.92,No hay reseñas.
76561198048753249,53,1035.51,No hay reseñas.
76561198048754997,3,69.97,No hay reseñas.
76561198048756966,31,779.6899999999999,No hay reseñas.
76561198048759104,51,474.51,No hay reseñas.
76561198048760288,99,1781.16,No hay reseñas.
76561198048761092,3,35.97,No hay reseñas.
76561198048762090,75,997.43,No hay reseñas.
76561198048763482,102,1364.3899999999999,No hay reseñas.
76561198048769911,18,186.9,No hay reseñas.
76561198048784233,120,1141.28,No hay reseñas.
76561198048790095,23,154.95,No hay reseñas.
76561198048794398,18,49.97,No hay reseñas.
76561198048799117,22,255.82999999999998,No hay reseñas.
76561198048805360,6,44.96,No hay reseñas.
76561198048805473,114,1560.9,No hay reseñas.
76561198048808239,89,1225.3600000000001,100.00 %
76561198048809840,69,1279.3799999999999,No hay reseñas.
76561198048812205,4,2.99,No hay reseñas.
76561198048812679,5,20.98,No hay reseñas.
76561198048812820,2,29.979999999999997,No hay reseñas.
76561198048813790,62,567.44,100.00 %
76561198048817136,3,0.0,No hay reseñas.
76561198048819438,8,84.94,No hay reseñas.
76561198048819445,7,26.97,No hay reseñas.
76561198048821052,1,19.99,No hay reseñas.
76561198048824676,123,2416.63,100.00 %
76561198048825251,54,690.6,No hay reseñas.
76561198048826732,1,19.99,No hay reseñas.
76561198048836476,59,669.4599999999999,No hay reseñas.
76561198048884166,58,638.54,No hay reseñas.
76561198048892382,21,224.85999999999999,No hay reseñas.
76561198048900256,35,497.72,No hay reseñas.
76561198048907519,3,54.97,No hay reseñas.
76561198048908488,19,229.86,No hay reseñas.
76561198048910181,37,459.74,No hay reseñas.
76561198048910405,14,157.89,No hay reseñas.
76561198048911821,19,444.84,No hay reseñas.
76561198048912103,31,49.980000000000004,100.00 %
76561198048914594,27,389.77,No hay reseñas.
76561198048915951,74,1007.35,No hay reseñas.
76561198048915998,6,81.94,No hay reseñas.
76561198048916475,99,1783.82,No hay reseñas.
76561198048919800,57,1059.3,No hay reseñas.
76561198048922022,157,1896.22,100.00 %
76561198048922542,54,764.55,No hay reseñas.
76561198048923072,34,463.75,No hay reseñas.
76561198048924458,25,429.81,No hay reseñas.
76561198048924993,3,49.97,No hay reseñas.
76561198048925150,44,400.82,No hay reseñas.
76561198048927477,8,94.96,100.00 %
76561198048927740,89,1693.0,No hay reseñas.
76561198048927794,38,324.78999999999996,No hay reseñas.
76561198048928948,9,54.96,No hay reseñas.
76561198048929703,45,129.92,No hay reseñas.
76561198048930530,27,319.77,No hay reseñas.
76561198048930835,66,801.49,100.00 %
76561198048932015,21,254.85,No hay reseñas.
76561198048933509,203,2414.82,No hay reseñas.
76561198048934899,78,1204.31,No hay reseñas.
76561198048936153,63,649.69,No hay reseñas.
76561198048936226,4,52.96,No hay reseñas.
76561198048938829,3,19.99,No hay reseñas.
76561198048939542,79,1268.24,100.00 %
76561198048944049,119,1627.11,33.33 %
76561198048945491,114,1547.27,No hay reseñas.
76561198048946257,41,716.61,No hay reseñas.
76561198048947345,24,389.8,No hay reseñas.
76561198048954540,80,1257.25,No hay reseñas.
76561198048966483,3,14.99,No hay reseñas.
76561198048987460,12,85.92999999999999,No hay reseñas.
76561198048989256,11,94.92,No hay reseñas.
76561198048996327,185,1827.77,100.00 %
76561198049001557,55,854.56,No hay reseñas.
76561198049005159,16,249.82,No hay reseñas.
76561198049006187,13,142.88,No hay reseñas.
76561198049006435,60,856.3399999999999,No hay reseñas.
76561198049007719,1,19.99,No hay reseñas.
76561198049012235,192,2781.34,100.00 %
76561198049015882,6,39.98,No hay reseñas.
76561198049016467,52,809.5,No hay reseñas.
76561198049016930,91,1284.1,No hay reseñas.
76561198049017142,406,6125.9,No hay reseñas.
76561198049017429,25,64.95,No hay reseñas.
76561198049017958,61,724.48,No hay reseñas.
76561198049019210,40,243.83,No hay reseñas.
76561198049020289,53,375.75,No hay reseñas.
76561198049020910,8,114.92999999999999,No hay reseñas.
76561198049024840,1,9.99,No hay reseñas.
76561198049027443,7,99.93,No hay reseñas.
76561198049028241,85,870.1,100.00 %
76561198049029718,1,9.99,No hay reseñas.
76561198049030669,10,79.94,No hay reseñas.
76561198049030673,11,130.9,No hay reseñas.
76561198049030917,8,104.92,No hay reseñas.
76561198049031693,75,1024.29,No hay reseñas.
76561198049031829,82,552.64,No hay reseñas.
76561198049035030,42,599.59,No hay reseñas.
76561198049036232,51,708.54,No hay reseñas.
76561198049036311,34,285.73,No hay reseñas.
76561198049040692,4,39.96,No hay reseñas.
76561198049041002,68,1130.82,No hay reseñas.
76561198049042532,174,2306.47,No hay reseñas.
76561198049043120,36,454.68,No hay reseñas.
76561198049044357,1,9.99,No hay reseñas.
76561198049044374,5,70.95,No hay reseñas.
76561198049044809,173,2823.35,No hay reseñas.
76561198049046503,2,39.98,No hay reseñas.
76561198049049834,27,178.82999999999998,No hay reseñas.
76561198049052930,148,2519.85,No hay reseñas.
76561198049052949,34,631.66,No hay reseñas.
76561198049071042,1,9.99,No hay reseñas.
76561198049083026,36,264.84,No hay reseñas.
76561198049088443,34,362.71,No hay reseñas.
76561198049093949,149,1752.61,100.00 %
76561198049098539,2,39.98,No hay reseñas.
76561198049104801,55,313.7,No hay reseñas.
76561198049109326,26,329.81,No hay reseñas.
76561198049111737,20,261.81,No hay reseñas.
76561198049114274,6,59.959999999999994,No hay reseñas.
76561198049114403,8,84.95,No hay reseñas.
76561198049119943,3,14.98,No hay reseñas.
76561198049120366,10,110.9,No hay reseñas.
76561198049121915,33,571.76,No hay reseñas.
76561198049124217,118,1506.05,100.00 %
76561198049126587,106,1670.04,No hay reseñas.
76561198049128211,30,149.89000000000001,100.00 %
76561198049128644,3,39.98,100.00 %
76561198049129193,83,1187.34,100.00 %
76561198049129692,9,19.99,No hay reseñas.
76561198049134396,2,19.98,No hay reseñas.
76561198049134912,41,685.61,No hay reseñas.
76561198049136090,16,204.85,No hay reseñas.
76561198049136422,2,0.0,100.00 %
76561198049136814,28,480.74,No hay reseñas.
76561198049139428,20,319.82,No hay reseñas.
76561198049139966,12,154.88,No hay reseñas.
76561198049140044,11,174.9,No hay reseñas.
76561198049141588,116,1471.99,100.00 %
76561198049144276,66,883.4,No hay reseñas.
76561198049145338,15,19.99,No hay reseñas.
76561198049156031,466,3475.58,No hay reseñas.
76561198049156662,22,209.66,No hay reseñas.
76561198049181763,35,570.73,No hay reseñas.
76561198049192579,29,270.82,No hay reseñas.
76561198049200793,51,766.51,100.00 %
76561198049203790,26,380.75,No hay reseñas.
76561198049207718,21,257.85,No hay reseñas.
76561198049208579,4,64.96,No hay reseñas.
76561198049209070,35,539.6899999999999,100.00 %
76561198049210190,57,244.85000000000002,No hay reseñas.
76561198049210303,27,387.78,No hay reseñas.
76561198049210573,5,59.95,No hay reseñas.
76561198049210869,1,39.99,No hay reseñas.
76561198049211447,9,137.91,No hay reseñas.
76561198049212471,275,5018.16,No hay reseñas.
76561198049212550,31,159.87,No hay reseñas.
76561198049216153,24,209.87,No hay reseñas.
76561198049216777,99,1732.83,No hay reseñas.
76561198049218597,39,447.71,No hay reseñas.
76561198049218723,4,29.98,No hay reseñas.
76561198049218759,26,224.82999999999998,No hay reseñas.
76561198049222314,97,1840.05,No hay reseñas.
76561198049223407,71,1113.37,No hay reseñas.
76561198049227044,4,69.96000000000001,No hay reseñas.
76561198049227192,12,202.87,No hay reseñas.
76561198049227242,2,39.98,No hay reseñas.
76561198049228608,94,1448.1,No hay reseñas.
76561198049229739,20,246.79999999999998,No hay reseñas.
76561198049230048,107,1057.3,100.00 %
76561198049230116,6,69.96,No hay reseñas.
76561198049230968,87,1204.33,No hay reseñas.
76561198049231632,101,1475.11,No hay reseñas.
76561198049232670,31,386.77,No hay reseñas.
76561198049234870,49,309.82,100.00 %
76561198049237610,74,1042.42,No hay reseñas.
76561198049245700,41,499.75,No hay reseñas.
76561198049247299,62,947.4,No hay reseñas.
76561198049253587,1,19.99,No hay reseñas.
76561198049254993,49,1027.5,No hay reseñas.
76561198049263987,13,149.89,No hay reseñas.
76561198049266433,93,1336.1599999999999,No hay reseñas.
76561198049268247,74,953.4,No hay reseñas.
76561198049268363,2,34.98,No hay reseñas.
76561198049268659,116,1693.86,No hay reseñas.
76561198049270433,59,1047.5,100.00 %
76561198049272839,98,980.73,100.00 %
76561198049277266,21,249.9,No hay reseñas.
76561198049278495,115,2057.95,No hay reseñas.
76561198049281951,19,34.96,No hay reseñas.
76561198049282840,116,1153.89,No hay reseñas.
76561198049282946,113,1398.01,No hay reseñas.
76561198049284504,59,168.85,No hay reseñas.
76561198049284962,35,579.7,No hay reseñas.
76561198049285436,17,329.84,No hay reseñas.
76561198049286974,33,305.71,No hay reseñas.
76561198049287082,39,662.62,No hay reseñas.
76561198049287674,9,139.92,No hay reseñas.
76561198049288990,23,443.81,No hay reseñas.
76561198049289880,32,377.83,No hay reseñas.
76561198049291386,128,1584.82,No hay reseñas.
76561198049309439,50,400.73,No hay reseñas.
76561198049319161,5,89.95,No hay reseñas.
76561198049320489,80,796.55,100.00 %
76561198049320969,58,725.5,No hay reseñas.
76561198049322071,31,431.71999999999997,No hay reseñas.
76561198049322372,76,639.26,No hay reseñas.
76561198049323129,125,2032.8899999999999,100.00 %
76561198049323164,7,94.92999999999999,No hay reseñas.
76561198049327857,90,1355.1699999999998,No hay reseñas.
76561198049330006,9,124.92999999999999,No hay reseñas.
76561198049333966,178,2572.45,100.00 %
76561198049338710,10,105.91,No hay reseñas.
76561198049338760,17,115.91,No hay reseñas.
76561198049339370,4,69.96,No hay reseñas.
76561198049341502,26,419.81,No hay reseñas.
76561198049341530,14,29.98,No hay reseñas.
76561198049341924,14,181.89,No hay reseñas.
76561198049342500,23,137.88,No hay reseñas.
76561198049345182,34,440.48,No hay reseñas.
76561198049369458,65,650.65,100.00 %
76561198049372023,40,671.63,No hay reseñas.
76561198049372377,28,264.81,No hay reseñas.
76561198049373345,60,708.56,100.00 %
76561198049374363,25,330.72,No hay reseñas.
76561198049374991,24,180.88,No hay reseñas.
76561198049376541,45,566.67,No hay reseñas.
76561198049376687,36,444.77,No hay reseñas.
76561198049376853,14,32.97,No hay reseñas.
76561198049378109,45,722.62,No hay reseñas.
76561198049378581,83,1356.24,No hay reseñas.
76561198049382078,13,49.96,No hay reseñas.
76561198049383274,82,1124.34,No hay reseñas.
76561198049384405,77,769.43,No hay reseñas.
76561198049385008,31,421.75,No hay reseñas.
76561198049385786,85,1058.3899999999999,No hay reseñas.
76561198049385848,69,1564.32,No hay reseñas.
76561198049387178,3,29.97,No hay reseñas.
76561198049388162,6,64.96000000000001,No hay reseñas.
76561198049390920,189,2831.32,No hay reseñas.
76561198049392308,6,44.97,No hay reseñas.
76561198049400625,51,480.7,No hay reseñas.
76561198049406078,36,345.8,No hay reseñas.
76561198049411627,46,732.72,No hay reseñas.
76561198049415770,19,225.82999999999998,No hay reseñas.
76561198049420571,20,314.82,No hay reseñas.
76561198049420867,22,74.96,No hay reseñas.
76561198049424642,21,160.83,50.00 %
76561198049425405,104,1748.79,No hay reseñas.
76561198049426101,10,19.98,No hay reseñas.
76561198049427243,15,124.92999999999999,No hay reseñas.
76561198049427761,27,315.76,100.00 %
76561198049429171,13,59.970000000000006,0.00 %
76561198049431613,44,515.64,No hay reseñas.
76561198049433169,79,1244.18,No hay reseñas.
76561198049433313,21,292.8,No hay reseñas.
76561198049435011,91,1007.49,100.00 %
76561198049435064,3,0.0,No hay reseñas.
76561198049435328,2,4.99,No hay reseñas.
76561198049436081,25,159.91,No hay reseñas.
76561198049436438,40,367.63,No hay reseñas.
76561198049438391,8,29.98,No hay reseñas.
76561198049438589,112,1079.21,No hay reseñas.
76561198049440268,15,19.98,No hay reseñas.
76561198049440934,144,2021.82,100.00 %
76561198049442465,17,314.89,No hay reseñas.
76561198049443603,29,622.73,No hay reseñas.
76561198049447285,1,0.0,No hay reseñas.
76561198049453568,3,29.98,No hay reseñas.
76561198049454147,70,1156.36,No hay reseñas.
76561198049456280,163,2191.62,No hay reseñas.
76561198049480521,15,229.88,No hay reseñas.
76561198049488471,9,49.95,No hay reseñas.
76561198049490427,52,613.63,No hay reseñas.
76561198049491579,114,1261.18,No hay reseñas.
76561198049492995,29,465.79,No hay reseñas.
76561198049499068,25,394.81,No hay reseñas.
76561198049499873,26,325.82,100.00 %
76561198049500058,4,24.98,No hay reseñas.
76561198049502803,35,280.8,No hay reseñas.
76561198049506921,15,304.83,No hay reseñas.
76561198049511816,86,714.48,100.00 %
76561198049512976,62,698.61,No hay reseñas.
76561198049513136,36,509.67999999999995,No hay reseñas.
76561198049514184,65,866.51,No hay reseñas.
76561198049516830,106,1445.1299999999999,No hay reseñas.
76561198049519948,1,19.99,No hay reseñas.
76561198049521478,25,287.8,100.00 %
76561198049522721,12,119.91,No hay reseñas.
76561198049523484,21,309.91,No hay reseñas.
76561198049523494,38,486.74,No hay reseñas.
76561198049524520,52,414.7,100.00 %
76561198049525683,39,509.39,No hay reseñas.
76561198049527890,2,19.98,No hay reseñas.
76561198049529063,4,64.96000000000001,No hay reseñas.
76561198049529520,67,1145.37,No hay reseñas.
76561198049534442,23,306.79,No hay reseñas.
76561198049546979,7,54.97,No hay reseñas.
76561198049550973,2,29.979999999999997,No hay reseñas.
76561198049551973,148,2826.41,No hay reseñas.
76561198049552550,198,2836.0499999999997,No hay reseñas.
76561198049555951,5,89.94999999999999,No hay reseñas.
76561198049556885,73,1238.4099999999999,100.00 %
76561198049558541,56,1071.44,No hay reseñas.
76561198049558661,19,367.83,No hay reseñas.
76561198049558719,1,19.99,No hay reseñas.
76561198049559987,19,183.87,No hay reseñas.
76561198049560135,89,1214.25,No hay reseñas.
76561198049560535,18,149.88,No hay reseñas.
76561198049562510,9,229.93,No hay reseñas.
76561198049562601,79,750.5799999999999,No hay reseñas.
76561198049563363,9,24.98,No hay reseñas.
76561198049564207,3,0.0,No hay reseñas.
76561198049564546,28,344.78999999999996,No hay reseñas.
76561198049567611,35,465.68,No hay reseñas.
76561198049567994,83,1174.25,No hay reseñas.
76561198049569080,1,29.99,No hay reseñas.
76561198049569614,76,1613.28,No hay reseñas.
76561198049570163,42,554.63,No hay reseñas.
76561198049573044,50,372.81,No hay reseñas.
76561198049573778,6,34.97,No hay reseñas.
76561198049573884,9,144.91,No hay reseñas.
76561198049573978,58,1115.47,No hay reseñas.
76561198049574468,19,249.85999999999999,No hay reseñas.
76561198049577774,14,64.96,No hay reseñas.
76561198049578952,94,1574.6,100.00 %
76561198049579456,25,155.86,No hay reseñas.
76561198049583230,35,512.71,No hay reseñas.
76561198049600061,15,234.88,No hay reseñas.
76561198049603541,34,427.71999999999997,No hay reseñas.
76561198049605085,29,164.88,No hay reseñas.
76561198049605469,9,74.93,No hay reseñas.
76561198049606449,4,54.97,No hay reseñas.
76561198049607545,24,439.79,No hay reseñas.
76561198049609745,17,195.87,No hay reseñas.
76561198049611634,18,24.98,No hay reseñas.
76561198049614185,135,1646.97,71.43 %
76561198049616002,168,2514.37,100.00 %
76561198049616599,4,79.96,No hay reseñas.
76561198049617612,89,1671.0,No hay reseñas.
76561198049618242,40,597.64,No hay reseñas.
76561198049618588,24,194.88,No hay reseñas.
76561198049619425,16,94.94,No hay reseñas.
76561198049621000,66,903.26,No hay reseñas.
76561198049621040,110,1565.86,No hay reseñas.
76561198049621286,11,137.92,No hay reseñas.
76561198049621824,8,94.96,No hay reseñas.
76561198049623068,53,775.64,No hay reseñas.
76561198049623576,40,322.78,100.00 %
76561198049623994,31,372.81,100.00 %
76561198049639182,19,271.83,No hay reseñas.
76561198049642277,16,293.86,100.00 %
76561198049642295,2,14.99,No hay reseñas.
76561198049644013,1,19.99,No hay reseñas.
76561198049648415,185,2690.42,No hay reseñas.
76561198049648457,7,54.96,No hay reseñas.
76561198049649087,10,9.99,No hay reseñas.
76561198049650989,343,4368.29,100.00 %
76561198049651985,36,633.66,No hay reseñas.
76561198049652401,287,3845.21,100.00 %
76561198049656290,28,224.89,No hay reseñas.
76561198049656581,9,94.94,No hay reseñas.
76561198049656619,54,830.4599999999999,No hay reseñas.
76561198049658967,10,139.91,No hay reseñas.
76561198049660885,61,870.96,No hay reseñas.
76561198049662128,50,699.5,No hay reseñas.
76561198049662892,87,828.91,50.00 %
76561198049664996,2,19.99,No hay reseñas.
76561198049665282,53,555.66,100.00 %
76561198049665530,70,1025.32,No hay reseñas.
76561198049666047,44,375.6,100.00 %
76561198049669102,14,189.86,No hay reseñas.
76561198049669948,55,673.67,100.00 %
76561198049669954,83,1153.23,No hay reseñas.
76561198049670992,42,498.66999999999996,No hay reseñas.
76561198049671764,37,444.64,No hay reseñas.
76561198049675794,33,411.75,No hay reseñas.
76561198049676894,25,397.82,0.00 %
76561198049685127,66,533.59,No hay reseñas.
76561198049688305,1,9.99,No hay reseñas.
76561198049690349,24,372.79,No hay reseñas.
76561198049691929,9,84.94,No hay reseñas.
76561198049694085,122,1915.32,No hay reseñas.
76561198049694183,47,708.52,No hay reseñas.
76561198049694191,1,14.99,No hay reseñas.
76561198049694303,160,2650.2799999999997,No hay reseñas.
76561198049696493,36,473.71,No hay reseñas.
76561198049697581,28,332.74,No hay reseñas.
76561198049698789,76,800.5,100.00 %
76561198049699661,46,686.63,No hay reseñas.
76561198049699838,93,1704.08,No hay reseñas.
76561198049699936,1,4.99,No hay reseñas.
76561198049703704,45,545.67,No hay reseñas.
76561198049704115,30,289.84,No hay reseñas.
76561198049705782,18,267.91,No hay reseñas.
76561198049706747,34,530.74,100.00 %
76561198049707644,54,474.71,100.00 %
76561198049707704,131,1399.98,100.00 %
76561198049708464,21,279.84,No hay reseñas.
76561198049709492,7,69.96,100.00 %
76561198049710932,66,1016.39,No hay reseñas.
76561198049711406,98,1394.1,100.00 %
76561198049711700,11,190.88,No hay reseñas.
76561198049713032,73,1071.3999999999999,No hay reseñas.
76561198049714168,50,629.1,No hay reseñas.
76561198049714926,4,99.96,No hay reseñas.
76561198049715896,47,797.37,No hay reseñas.
76561198049721078,4,29.979999999999997,No hay reseñas.
76561198049738821,25,349.88,100.00 %
76561198049741619,63,625.5699999999999,No hay reseñas.
76561198049747265,6,44.97,No hay reseñas.
76561198049748850,37,224.84,No hay reseñas.
76561198049750344,27,257.81,100.00 %
76561198049750799,1,0.0,No hay reseñas.
76561198049751052,3,69.97,No hay reseñas.
76561198049751386,1,19.99,No hay reseñas.
76561198049752064,342,4524.8,100.00 %
76561198049752484,284,5037.0599999999995,No hay reseñas.
76561198049753037,13,308.83,No hay reseñas.
76561198049753345,28,0.0,No hay reseñas.
76561198049753413,13,39.98,No hay reseñas.
76561198049754654,141,1410.75,100.00 %
76561198049755802,83,1155.35,0.00 %
76561198049756186,25,157.89,No hay reseñas.
76561198049756664,68,992.41,No hay reseñas.
76561198049758121,52,818.54,No hay reseñas.
76561198049760338,31,318.83,No hay reseñas.
76561198049760472,62,651.62,No hay reseñas.
76561198049765120,76,867.26,No hay reseñas.
76561198049767382,11,150.89999999999998,No hay reseñas.
76561198049772592,8,61.95,No hay reseñas.
76561198049784209,63,914.56,No hay reseñas.
