developer,year,Cantidad,% free to play
bossman games,2016.0,1,0.00 %
bossman games,2017.0,4,0.00 %
bottlecube inc.,2016.0,2,0.00 %
bottlecube inc.,2017.0,3,0.00 %
bouchard industries,2016.0,1,0.00 %
bourbontank,2017.0,1,0.00 %
bowlcut studios,2017.0,1,0.00 %
boxfrog games,2017.0,1,0.00 %
boxelware,2017.0,1,0.00 %
bplusgames,2016.0,3,0.00 %
brace yourself games,2014.0,1,0.00 %
brace yourself games,2015.0,3,0.00 %
brace yourself games,2016.0,1,0.00 %
brace yourself games,2017.0,6,0.00 %
brackish games,2017.0,1,0.00 %
brad moore,2016.0,1,100.00 %
brad moore,2017.0,1,0.00 %
"bradley elam,colton bone",2015.0,1,0.00 %
brain bombers,2011.0,1,0.00 %
brain candy,2012.0,1,0.00 %
brain machine,2017.0,1,0.00 %
brain seal ltd,2015.0,1,0.00 %
brain seal ltd,2016.0,1,0.00 %
brain seal ltd,2017.0,1,0.00 %
brain slap studio,2013.0,1,0.00 %
brain and nerd ltd,2015.0,1,0.00 %
brain&amp;brain,2016.0,2,0.00 %
braindead games,2015.0,1,0.00 %
braindistrict,2013.0,1,0.00 %
braingoodgames,2015.0,1,0.00 %
braingoodgames,2016.0,3,0.00 %
braingoodgames,2017.0,2,0.00 %
brainagi games,2017.0,1,0.00 %
"brainbox games,hip games",2003.0,1,0.00 %
brainbox software,2015.0,2,0.00 %
brainchild,2015.0,2,0.00 %
brainchild,2016.0,2,0.00 %
brainseed factory,2016.0,2,0.00 %
brainshape games,2015.0,2,0.00 %
brainwash gang,2017.0,2,0.00 %
brainwashing games,2015.0,1,0.00 %
brainwashing games,2016.0,1,0.00 %
brainwashing games,2017.0,1,0.00 %
brainy studio llc,2016.0,1,0.00 %
brandon brizzi,2012.0,1,0.00 %
brandon brizzi,2015.0,2,0.00 %
brandon brizzi,2016.0,2,0.00 %
brandon dominguez,2017.0,1,0.00 %
brandon gallo,2017.0,1,0.00 %
brandon serowski,2017.0,1,0.00 %
brantisky interactive,2017.0,1,0.00 %
brashmonkey,2014.0,1,0.00 %
brashmonkey,2015.0,5,0.00 %
brashmonkey,2016.0,3,0.00 %
brashmonkey,2017.0,2,0.00 %
brave bunny,2016.0,2,50.00 %
brave giant ltd,2014.0,1,0.00 %
brave giant ltd,2015.0,1,0.00 %
brave giant ltd,2016.0,4,0.00 %
brave giant ltd,2017.0,4,0.00 %
brave little studios,2017.0,1,100.00 %
brave rabbit games,2017.0,1,100.00 %
brawsome,2010.0,1,0.00 %
brawsome,2012.0,1,0.00 %
bread machine games,2015.0,1,0.00 %
"bread team,victor solodilov,denis novikov",2017.0,2,0.00 %
bread vision studios llc.,2015.0,1,0.00 %
bread vision studios llc.,2016.0,1,0.00 %
breakfall,2014.0,2,0.00 %
breakfall,2015.0,1,0.00 %
breaking fourth,2015.0,1,0.00 %
brendan wiltshire,2017.0,1,0.00 %
brendon pywell,2015.0,1,0.00 %
brent seeley,2016.0,1,0.00 %
bretwalda games,2016.0,2,0.00 %
brewsterland studios,2017.0,4,25.00 %
brian cronin,2010.0,1,0.00 %
brian cullen,2015.0,1,0.00 %
brian franco,2017.0,1,0.00 %
"brian lancaster,laughing coyote software",2017.0,1,0.00 %
brian o'keefe,2017.0,1,0.00 %
brickcream,2016.0,1,0.00 %
brightrock games,2015.0,2,0.00 %
brightrock games,2016.0,2,50.00 %
brightrock games,2017.0,3,0.00 %
brightside games,2011.0,1,0.00 %
"brilliant blue-g, llc",2017.0,1,0.00 %
brilliant skies ltd.,2014.0,1,0.00 %
brimo studio,2016.0,3,0.00 %
brimo studio,2017.0,1,0.00 %
bristol street studios,2017.0,1,100.00 %
brogames,2017.0,1,0.00 %
broguelike,2017.0,2,0.00 %
broken arms games pty ltd,2016.0,1,0.00 %
broken arms games pty ltd,2017.0,1,0.00 %
broken code games,2017.0,1,0.00 %
broken desk,2016.0,1,0.00 %
broken rules,2009.0,1,0.00 %
broken rules,2014.0,2,0.00 %
broken rules,2017.0,1,0.00 %
"brokenkites,izhard",2017.0,1,0.00 %
bromoco games,2016.0,1,0.00 %
brothers flint,2016.0,1,0.00 %
browny application,2014.0,1,0.00 %
brucefilm,2015.0,2,0.00 %
bruno freitas,2016.0,1,0.00 %
bruno martiol,2017.0,1,100.00 %
brushfire games,2014.0,1,0.00 %
brushfire games,2015.0,3,0.00 %
brutal muse studio,2017.0,1,0.00 %
brutal studio,2016.0,1,0.00 %
bryan baumeister,2017.0,1,0.00 %
bryan gale,2017.0,2,0.00 %
bryson macduff,2017.0,1,0.00 %
brytenwalda,2014.0,1,0.00 %
brzezinski,2016.0,2,50.00 %
brzezinski,2017.0,5,0.00 %
bubble head games,2015.0,1,0.00 %
buce studios llc,2017.0,1,0.00 %
"buddy cops, llc",2016.0,2,0.00 %
budgie games,2017.0,1,0.00 %
"buff studio co.,ltd.",2015.0,1,0.00 %
bufoproject,2017.0,1,0.00 %
bugbear,2014.0,1,0.00 %
bugbear entertainment,2005.0,1,0.00 %
bugbear entertainment,2006.0,1,0.00 %
bugbear entertainment,2008.0,1,0.00 %
bugbyte ltd.,2016.0,1,0.00 %
bugbyte ltd.,2017.0,1,0.00 %
buka development,2016.0,2,0.00 %
"buka development,saturn plus",2017.0,1,0.00 %
"buka entertainment,lesta studio",2006.0,1,0.00 %
buka game studio,2016.0,2,50.00 %
buko studios,2014.0,1,0.00 %
bulathard,2016.0,1,0.00 %
bulbware,2015.0,2,0.00 %
bulbware,2016.0,1,0.00 %
bulkhead interactive,2016.0,2,0.00 %
bulkhead studios corporation,2015.0,1,0.00 %
bulldog interactive,2016.0,1,0.00 %
bulletproof outlaws,2016.0,1,0.00 %
bullid games,2017.0,3,0.00 %
bulls bros,2017.0,1,0.00 %
bulwark studios,2014.0,1,0.00 %
bulwark studios,2015.0,1,0.00 %
bumfuzzled gibbons,2017.0,1,0.00 %
bumpkinbrothers,2013.0,1,0.00 %
bumpkinbrothers,2014.0,1,0.00 %
bunchod00dz,2017.0,4,25.00 %
bundle of sticks studios,2018.0,1,0.00 %
bunny on caffeine llc,2017.0,1,0.00 %
bunnycopter,2016.0,1,0.00 %
bunyap campaigns,2017.0,1,0.00 %
burak dabak,2016.0,1,0.00 %
burak yücel,2016.0,1,100.00 %
burgee games,2017.0,1,0.00 %
burian media enterprises,2014.0,1,0.00 %
buried signal,2017.0,2,0.00 %
"burnin ape,onivia games",2016.0,1,0.00 %
burning dog media,2015.0,1,0.00 %
burning ice games,2016.0,1,0.00 %
burning pick entertainment,2017.0,1,0.00 %
burnt fuse,2015.0,1,0.00 %
burrito studio,2015.0,2,0.00 %
burst,2016.0,1,0.00 %
burstray games,2015.0,2,0.00 %
burstray games,2016.0,3,0.00 %
burstray games,2017.0,9,0.00 %
burut ct,2007.0,1,0.00 %
burut ct,2008.0,1,0.00 %
burut ct,2012.0,1,0.00 %
bustrainz,2017.0,1,0.00 %
butlerstyle entertainment,2016.0,1,0.00 %
butterchain,2017.0,1,0.00 %
butterflyware,2016.0,1,0.00 %
butterflyware,2017.0,1,0.00 %
butterscotch shenanigans,2016.0,2,0.00 %
bynia,2017.0,1,0.00 %
bysamb,2017.0,1,0.00 %
"byte-up co., ltd.",2015.0,1,0.00 %
"byte4games,starcruiser studio",2016.0,1,0.00 %
byterockers' games,2015.0,1,0.00 %
byterockers' games,2017.0,2,0.00 %
bytetrail software,2015.0,1,0.00 %
bytebin,2015.0,1,100.00 %
bytes of learning,2013.0,1,0.00 %
bytesprite,2017.0,1,0.00 %
byting games,2017.0,1,100.00 %
bytro labs gmbh,2017.0,1,100.00 %
byulbram,2016.0,1,0.00 %
byzantine games,2011.0,1,0.00 %
byzantine games,2016.0,8,0.00 %
byzantine games,2017.0,2,0.00 %
"byzantine games,the lordz games studio",2015.0,1,0.00 %
c-drive media art,2016.0,1,0.00 %
c.i.n.i.c. games,2017.0,1,0.00 %
"c.u.m原创游戏,幽兰工房",2017.0,1,0.00 %
c3 games inc,2016.0,1,0.00 %
c3sk,2015.0,1,0.00 %
"c3sk,robin finck,pedro pimentel",2015.0,1,0.00 %
c63 industries,2015.0,2,0.00 %
capcom,2016.0,3,0.00 %
"capcom co., ltd",2010.0,2,0.00 %
"capcom co., ltd",2017.0,2,0.00 %
"capcom co., ltd.",2006.0,1,0.00 %
"capcom co., ltd.",2007.0,1,0.00 %
"capcom co., ltd.",2012.0,1,0.00 %
"capcom co., ltd.",2015.0,11,0.00 %
"capcom co., ltd.",2016.0,8,12.50 %
"capcom co., ltd.",2017.0,13,7.69 %
casgames,2017.0,3,0.00 %
cat in jar games,2015.0,1,100.00 %
cat in jar games,2017.0,1,0.00 %
catom games,2017.0,1,0.00 %
"cave interactive co.,ltd.",2015.0,3,0.00 %
"cave interactive co.,ltd.",2016.0,12,0.00 %
"cave interactive co.,ltd.",2017.0,1,0.00 %
cavyhouse,2015.0,2,0.00 %
cbe software s.r.o.,2014.0,3,0.00 %
cbe software s.r.o.,2016.0,1,0.00 %
cccp,2014.0,1,0.00 %
cccp,2015.0,2,0.00 %
ccp,2003.0,1,100.00 %
ccp,2017.0,20,0.00 %
cd jones,2016.0,1,0.00 %
cd projekt red,2008.0,1,0.00 %
cd projekt red,2011.0,1,0.00 %
"cd projekt red,can explode",2014.0,1,0.00 %
cd projekt red,2008.0,1,0.00 %
cdp,2016.0,1,0.00 %
"cfk co., ltd.",2016.0,4,0.00 %
"cfk co., ltd.",2017.0,3,0.00 %
cggames,2016.0,2,0.00 %
ci games,2008.0,1,0.00 %
ci games,2013.0,1,0.00 %
ci games,2014.0,2,0.00 %
ci games,2017.0,9,0.00 %
"ci games,deck 13",2014.0,9,0.00 %
"ci games,deck 13",2015.0,1,0.00 %
"cinemax, s.r.o.",2006.0,1,0.00 %
"cinemax, s.r.o.",2008.0,1,0.00 %
"cinemax, s.r.o.",2010.0,1,0.00 %
"cinemax, s.r.o.",2012.0,2,0.00 %
"cinemax, s.r.o.",2015.0,2,0.00 %
"cinemax, s.r.o.",2016.0,3,0.00 %
"cinemax, s.r.o.",2017.0,8,12.50 %
"city connection,chara-ani",2017.0,1,0.00 %
cjh labs,2017.0,1,0.00 %
cjworks,2017.0,1,0.00 %
clo virtual fashion,2017.0,1,0.00 %
cm softworks,2015.0,1,0.00 %
cm softworks inc.,2017.0,1,0.00 %
cocosola,2017.0,1,0.00 %
"colopl, inc.",2016.0,3,0.00 %
"compile heart,idea factory",2017.0,4,0.00 %
cosen,2016.0,1,0.00 %
cowcat,2016.0,3,0.00 %
cp decision,2015.0,1,0.00 %
cpsoft,2015.0,2,0.00 %
cpsoft,2016.0,2,50.00 %
cracked piston llc 2014,2016.0,1,0.00 %
crass studios,2016.0,1,0.00 %
"crazydiamond co., ltd.",2016.0,1,100.00 %
creant co.,2016.0,1,0.00 %
creativ game developer llc.,2017.0,1,0.00 %
crio studios,2017.0,1,0.00 %
crj games,2017.0,1,0.00 %
"cs squared games,among giants",2015.0,1,0.00 %
csgames,2017.0,2,0.00 %
csm,2017.0,4,0.00 %
"csm,excellente23",2017.0,2,0.00 %
csr-studios,2012.0,1,0.00 %
ctgames,2016.0,1,0.00 %
cute anime girls,2017.0,3,0.00 %
"cwavesoft, inc.",2017.0,1,0.00 %
cwdi games llc,2017.0,1,0.00 %
cwh entertainment,2017.0,1,0.00 %
cabygon,2015.0,2,0.00 %
caden goodwin,2017.0,1,0.00 %
cadence games,2016.0,1,100.00 %
cadenza interactive,2010.0,1,0.00 %
cadenza interactive,2013.0,1,0.00 %
caesoose studios,2016.0,1,0.00 %
cake collective games,2016.0,1,100.00 %
cake collective games,2017.0,1,0.00 %
cakeeatergames,2017.0,1,100.00 %
"caleb hooper,christian hooper",2016.0,1,0.00 %
calepin studio,2016.0,1,0.00 %
caliburn studio,2017.0,1,100.00 %
"callipygian games, llc",2007.0,1,100.00 %
calvin weibel,2016.0,1,0.00 %
calvino noir limited,2015.0,1,0.00 %
camagames,2017.0,1,0.00 %
camaquem,2016.0,2,0.00 %
camel 101,2015.0,1,0.00 %
camel 101,2016.0,1,0.00 %
camel101 llc,2012.0,1,0.00 %
"cameron baxter,billy jazz hills stickley",2015.0,1,100.00 %
cameron kunzelman,2015.0,3,0.00 %
camex games,2017.0,2,100.00 %
camouflaj,2015.0,2,0.00 %
campo santo,2016.0,2,0.00 %
campus adn 2015-2016,2017.0,1,100.00 %
camshaft software,2015.0,2,0.00 %
canalside studios,2016.0,1,0.00 %
canalside studios,2017.0,1,0.00 %
candlelight studios,2015.0,1,0.00 %
candy smith,2017.0,1,0.00 %
candycane games,2016.0,1,100.00 %
candygun games,2013.0,3,0.00 %
cannibal interactive,2015.0,1,0.00 %
cannibal panda studios,2016.0,1,0.00 %
"cantina games and entertainment, inc.",2015.0,1,0.00 %
canu arts,2016.0,1,0.00 %
canuck play inc.,2017.0,1,0.00 %
capcom,2008.0,2,0.00 %
capcom,2009.0,3,0.00 %
capcom,2011.0,8,0.00 %
capcom,2013.0,14,0.00 %
capcom,2014.0,21,0.00 %
capcom,2015.0,33,0.00 %
capcom,2016.0,9,11.11 %
capcom,2017.0,40,2.50 %
capcom game studio vancouver,2014.0,1,0.00 %
"capcom game studio vancouver, inc.",2017.0,10,0.00 %
"capcom u.s.a., inc",2012.0,43,0.00 %
"capcom u.s.a., inc",2013.0,17,0.00 %
capcom vancouver,2010.0,1,0.00 %
capcom vancouver,2011.0,1,0.00 %
capcom vancouver,2012.0,4,0.00 %
capcom vancouver,2015.0,4,0.00 %
"capcom,digital eclipse",2017.0,1,0.00 %
cape copenhagen,2014.0,1,0.00 %
cape of games llc,2016.0,1,0.00 %
capribyte studios,2015.0,1,0.00 %
caps lock solutions,2016.0,1,0.00 %
capsule three,2017.0,1,0.00 %
capt mccay soft,2017.0,2,0.00 %
captain games,2014.0,1,0.00 %
capturing reality,2016.0,1,0.00 %
capybara games,2011.0,2,0.00 %
capybara games,2012.0,1,0.00 %
capybara games,2014.0,1,0.00 %
"capybara games,6955",2014.0,1,0.00 %
"capybara,superbrothers,jim guthrie",2012.0,1,0.00 %
carvin interactive,2016.0,1,0.00 %
carx technologies,2017.0,5,0.00 %
caracal games,2017.0,1,0.00 %
caravel games,2005.0,1,0.00 %
caravel games,2012.0,1,0.00 %
caravel games,2014.0,1,0.00 %
caravel games,2016.0,12,0.00 %
carbine studios,2014.0,1,100.00 %
carbine studios,2016.0,6,0.00 %
carbomb software,2017.0,2,0.00 %
"carbomb software,nova dimension",2016.0,1,0.00 %
carbon,2015.0,1,0.00 %
carbon games,2012.0,3,33.33 %
carbon games,2013.0,1,0.00 %
carbon games,2017.0,1,0.00 %
carbon studio,2016.0,3,100.00 %
cardboard computer,2013.0,1,0.00 %
cardboard keep,2016.0,2,0.00 %
cardboard keep,2017.0,2,0.00 %
cardboard robot games,2016.0,1,0.00 %
cardboard utopia,2017.0,2,0.00 %
carenado,2014.0,9,0.00 %
carenado,2015.0,14,0.00 %
carenado,2016.0,1,0.00 %
carenado,2017.0,6,0.00 %
cargiolli luciano,2016.0,1,0.00 %
cargo cult gaming llc,2017.0,1,0.00 %
carl burton,2016.0,1,0.00 %
carl games,2017.0,1,0.00 %
carlo d'apostoli projects,2014.0,2,0.00 %
carlo d'apostoli projects,2015.0,4,0.00 %
carlos vázquez ordóñez,2015.0,1,0.00 %
carlotta tatti,2015.0,1,0.00 %
carlsen games,2013.0,1,0.00 %
carlsen games,2016.0,1,0.00 %
carlsen games,2017.0,2,0.00 %
carmine t. guida,2013.0,1,100.00 %
carmine t. guida,2015.0,2,0.00 %
carnivore games,2017.0,1,0.00 %
cartboard games,2016.0,1,0.00 %
cascade game foundry,2016.0,7,14.29 %
cascade game foundry spc,2017.0,1,0.00 %
"case in point studios, llc",2015.0,1,0.00 %
casey labrack,2018.0,1,0.00 %
cashcowgames,2016.0,1,0.00 %
casioqu,2017.0,1,0.00 %
casiualogic,2015.0,1,0.00 %
casiualogic,2016.0,1,0.00 %
casiualogic,2017.0,1,0.00 %
cassandra clery,2017.0,1,100.00 %
castle,2017.0,1,0.00 %
"castle pixel, llc.",2014.0,1,0.00 %
"castle pixel, llc.",2017.0,2,50.00 %
castleabra studios,2015.0,1,0.00 %
casual box games,2011.0,1,0.00 %
casual brothers,2014.0,1,0.00 %
casual brothers,2017.0,1,0.00 %
casual labs,2015.0,2,0.00 %
cat daddy games,2017.0,1,0.00 %
cat nigiri,2017.0,2,0.00 %
cat rabbit,2015.0,1,0.00 %
cat rabbit,2016.0,1,0.00 %
cat trap studios,2016.0,1,0.00 %
cat5games,2015.0,1,0.00 %
catalope games,2017.0,1,0.00 %
cateia,2016.0,1,0.00 %
cateia,2017.0,1,0.00 %
cateia games,2015.0,1,0.00 %
cateia games,2010.0,2,0.00 %
cateia games,2011.0,1,0.00 %
cateia games,2014.0,7,0.00 %
cateia games,2015.0,2,0.00 %
cateia games,2017.0,1,0.00 %
catness game studios,2017.0,1,0.00 %
catobyte,2017.0,1,0.00 %
catom games,2017.0,1,0.00 %
cats who play,2015.0,1,0.00 %
cats who play,2016.0,1,0.00 %
cats who play,2017.0,3,0.00 %
catstudio,2016.0,1,0.00 %
cauldron,2003.0,1,0.00 %
causa creations,2017.0,1,100.00 %
causal bit games inc.,2014.0,1,0.00 %
"cavalier game studios,tequila works",2017.0,2,0.00 %
cavedave,2017.0,1,0.00 %
cavedog entertainment,1997.0,1,0.00 %
cavelight entertainment,2015.0,1,0.00 %
ceiba software and arts,2015.0,1,0.00 %
celeris,2015.0,1,0.00 %
celeris,2016.0,1,0.00 %
celery emblem™,2017.0,1,0.00 %
celestial games,2014.0,1,0.00 %
celianna,2016.0,1,0.00 %
"celianna,degica",2014.0,1,0.00 %
"celianna,degica,enterbrain",2015.0,1,0.00 %
cellar door games,2013.0,1,0.00 %
cellbloc studios,2015.0,1,0.00 %
cellbloc studios,2017.0,1,0.00 %
celsius game studios,2014.0,1,0.00 %
cemil tasdemir,2015.0,1,0.00 %
centauri production,2009.0,1,0.00 %
centauri production,2010.0,2,0.00 %
centauri production,2014.0,1,0.00 %
centrosphere game,2017.0,1,0.00 %
certain affinity™,2009.0,1,0.00 %
cesar g.,2017.0,1,0.00 %
ceylon entertainment,2017.0,1,0.00 %
ch.zbk,2017.0,1,0.00 %
chair entertainment,2016.0,2,0.00 %
"chad close,kyle weik",2016.0,2,0.00 %
chad meffert,2017.0,1,100.00 %
chadams studios,2018.0,1,0.00 %
chadrick evans,2016.0,1,0.00 %
chainsaw syndicate,2015.0,1,0.00 %
chainsawesome games,2014.0,1,0.00 %
chainsawesome games,2015.0,2,0.00 %
chainsawesome games,2017.0,1,0.00 %
chairkilling,2017.0,1,0.00 %
chandler rounsley,2016.0,1,0.00 %
chano h. hansen,2017.0,1,0.00 %
chao's playmate,2017.0,1,0.00 %
chaoye liu,2017.0,1,0.00 %
chaos concept,2010.0,1,0.00 %
chaos industries,2015.0,1,0.00 %
chaoscore ug,2016.0,1,0.00 %
chaosoft games,2014.0,1,0.00 %
chaphat,2015.0,1,0.00 %
"charles university,czech academy of sciences",2017.0,1,0.00 %
charlie evans,2016.0,1,0.00 %
charlie fleed,2017.0,1,0.00 %
charlieh,2016.0,2,0.00 %
charlieh,2017.0,1,0.00 %
charm games,2017.0,1,0.00 %
charyb games,2015.0,1,0.00 %
charyb games,2016.0,1,0.00 %
charybdis ltd,2015.0,2,0.00 %
chashu entertainment,2016.0,1,0.00 %
chasing carrots,2015.0,1,0.00 %
chasing carrots,2017.0,1,0.00 %
"chasing carrots,schnack music manufacture",2015.0,1,0.00 %
"chasing carrots,schnack music manufacture",2017.0,1,100.00 %
cheat code studios,2017.0,1,0.00 %
checkmark games,2016.0,1,0.00 %
cheese and bacon games,2012.0,1,0.00 %
chemblock,2017.0,1,0.00 %
chengen zhao,2017.0,1,0.00 %
chequered ink ltd.,2015.0,1,0.00 %
chequered ink ltd.,2016.0,1,0.00 %
cheritz,2015.0,1,0.00 %
cherry co. studios,2015.0,1,0.00 %
cherry pie games,2017.0,1,0.00 %
cherry pop games,2013.0,1,0.00 %
cherry pop games,2014.0,7,0.00 %
cherry pop games,2015.0,8,12.50 %
cherry pop games,2016.0,1,0.00 %
cherry-sama,2015.0,1,0.00 %
cherrymochi,2017.0,2,0.00 %
chess no choke games,2017.0,1,0.00 %
chessbase,2014.0,2,0.00 %
chessbase,2016.0,4,0.00 %
chessbase gmbh,2016.0,1,0.00 %
chessbase,2013.0,1,0.00 %
chessbase,2016.0,6,0.00 %
chewa,2016.0,1,0.00 %
chicago &amp; southwest productions,2015.0,1,0.00 %
chicken in the corn,2014.0,1,0.00 %
chickenpig software,2017.0,1,0.00 %
child-dream,2017.0,1,0.00 %
childish things,2014.0,1,0.00 %
childish things,2015.0,1,0.00 %
childish things,2016.0,1,0.00 %
childish things,2017.0,1,0.00 %
chimera entertainment,2015.0,2,0.00 %
chipzel,2015.0,1,0.00 %
chjonn studios,2017.0,1,0.00 %
chocoarts,2015.0,1,0.00 %
"chocolate homunculus,tilt studios",2016.0,1,0.00 %
chocolate liberation front,2015.0,1,0.00 %
chocolate ship games,2017.0,1,0.00 %
choice provisions,2015.0,1,0.00 %
choice provisions,2016.0,1,0.00 %
choice of games,2010.0,1,0.00 %
choice of games,2012.0,9,0.00 %
choice of games,2013.0,15,0.00 %
choice of games,2014.0,15,0.00 %
choice of games,2015.0,24,0.00 %
choice of games,2016.0,14,0.00 %
choice of games,2017.0,22,0.00 %
chondrite games,2016.0,1,0.00 %
"chongqing shangshixuan technology co., ltd.,",2017.0,1,0.00 %
choose multiple llc,1986.0,1,0.00 %
chris antoni,2016.0,2,0.00 %
chris antoni,2017.0,1,0.00 %
"chris antoni,rob guenther",2017.0,1,0.00 %
chris bell - creative design studios,2016.0,9,0.00 %
chris bell - creative design studios,2017.0,10,0.00 %
"chris christodoulou,yeti trunk",2015.0,1,0.00 %
"chris chung,fire hose games",2015.0,1,0.00 %
chris germano,2017.0,1,0.00 %
chris hopkin,2015.0,1,0.00 %
"chris johnson,chris larkin",2015.0,1,0.00 %
chris larkin,2015.0,1,0.00 %
chris mailloux,2016.0,1,0.00 %
chris mcfarland,2015.0,2,0.00 %
chris parsons,2016.0,2,0.00 %
chris patton,2017.0,1,0.00 %
chris sawyer,2004.0,1,0.00 %
chris sawyer productions,1999.0,1,0.00 %
chris sawyer productions,2002.0,1,0.00 %
chris_antoni,2017.0,1,0.00 %
christ laurenz sambrano,2016.0,1,0.00 %
christian merz,2016.0,1,0.00 %
christian merz,2017.0,1,0.00 %
christian piano,2016.0,1,0.00 %
christian piano,2017.0,1,0.00 %
"christian piano,wrytex",2016.0,1,100.00 %
christian reuter,2016.0,1,0.00 %
christian rolle,2016.0,1,0.00 %
christian vandagrift,2016.0,1,0.00 %
"christian whitehead,headcannon,pagodawest games",2017.0,1,0.00 %
christoffer ryrvall,2017.0,1,0.00 %
christopher cinq-mars jarvis,2014.0,1,0.00 %
christopher cinq-mars jarvis,2015.0,1,0.00 %
christopher howard,2017.0,2,50.00 %
chromatic dream,2014.0,1,0.00 %
chromosphere games,2017.0,1,0.00 %
chronic logic,2013.0,1,0.00 %
chronicle bench,2015.0,1,0.00 %
chronicle games,2016.0,1,0.00 %
chronicle games,2017.0,1,0.00 %
chronik spartan,2017.0,1,0.00 %
chronobit studios,2017.0,1,0.00 %
chronova,2017.0,1,0.00 %
chu xiaosong,2017.0,1,0.00 %
"chu-3,bakufu narayama",2015.0,2,0.00 %
"chu-3,bakufu narayama",2017.0,1,0.00 %
chumoran,2017.0,1,0.00 %
chubiri,2017.0,2,0.00 %
chuck productions,2016.0,1,0.00 %
chucklefish,2016.0,1,0.00 %
chun y.,2017.0,1,0.00 %
cielosim,2016.0,1,0.00 %
cilufer's app,2018.0,1,0.00 %
cinemaware,2014.0,2,0.00 %
cipher hive,2017.0,3,0.00 %
cipher prime studios,2011.0,1,0.00 %
cipher prime studios,2012.0,4,0.00 %
cipher prime studios,2013.0,1,0.00 %
"circle five studios,pub games",2015.0,2,0.00 %
circumlocutory games,2017.0,1,0.00 %
circus,2017.0,1,0.00 %
circus atos,2017.0,1,0.00 %
citeremis inc.,2009.0,1,0.00 %
citeremis inc.,2015.0,1,0.00 %
city interactive,2008.0,1,0.00 %
city interactive,2009.0,2,0.00 %
city interactive,2010.0,2,0.00 %
city interactive,2011.0,1,0.00 %
city interactive,2012.0,3,0.00 %
city interactive,2013.0,3,0.00 %
city quests media uk,2017.0,1,0.00 %
civilsavages,2015.0,1,0.00 %
civilsavages,2016.0,2,100.00 %
civilsavages,2017.0,1,0.00 %
clapfoot,2016.0,1,0.00 %
clarus victoria,2013.0,1,0.00 %
clarus victoria,2015.0,2,0.00 %
clarus victoria,2016.0,1,0.00 %
class of  2016-2017,2017.0,1,100.00 %
class of 2015-2016,2017.0,1,100.00 %
class-x games,2017.0,2,0.00 %
classic game software,2017.0,1,0.00 %
classplash,2017.0,1,0.00 %
classroom graffiti productions,2017.0,2,0.00 %
"claudio norori,antonio vargas,martin norori",2014.0,1,0.00 %
claws of lorek,2016.0,1,0.00 %
cleanwatersoft,2013.0,1,0.00 %
cleanwatersoft,2015.0,1,0.00 %
cleanwatersoft,2016.0,1,0.00 %
cleanwatersoft,2017.0,1,100.00 %
clear light games,2017.0,1,0.00 %
cleiton oliveira,2017.0,1,0.00 %
cleril calamity studios,2016.0,1,0.00 %
cleveland mark blakemore,2017.0,1,0.00 %
clever endeavour games,2016.0,2,0.00 %
clever-plays,2016.0,1,0.00 %
cleverweek,2015.0,6,0.00 %
cleverweek,2016.0,6,0.00 %
cleverweek,2017.0,1,0.00 %
clewcat games,2014.0,1,0.00 %
clewcat games,2016.0,2,0.00 %
cliax games,2015.0,1,0.00 %
clickgames,2016.0,1,0.00 %
clickgames,2017.0,2,0.00 %
clickshake games llc,2012.0,1,0.00 %
clickteam,2013.0,4,0.00 %
clickteam,2014.0,2,0.00 %
clickteam,2016.0,3,0.00 %
clickteam,2017.0,2,0.00 %
cliffhanger productions,2015.0,10,0.00 %
cliffhanger productions,2016.0,2,0.00 %
"cliffhanger productions,catalyst games lab",2015.0,1,0.00 %
clifftop games,2016.0,1,0.00 %
climax studios,2005.0,1,0.00 %
climax studios,2010.0,1,0.00 %
climax studios,2015.0,1,0.00 %
climax studios,2016.0,2,0.00 %
climax studios,2017.0,1,0.00 %
cloak and dagger games,2017.0,3,0.00 %
clockstone,2013.0,1,0.00 %
clockstone,2014.0,2,0.00 %
clockstone,2016.0,2,0.00 %
clockstone,2017.0,1,0.00 %
clockstone studios,2010.0,1,0.00 %
clockwork acorn,2014.0,1,0.00 %
"clockwork anomaly, llc",2017.0,1,0.00 %
clockwork pixels,2016.0,1,100.00 %
clockwork pixels ltd,2016.0,1,0.00 %
clone corps,2016.0,1,0.00 %
clorithstudio,2016.0,1,0.00 %
cloud 9 studio,2012.0,1,100.00 %
cloud 9 studio,2014.0,2,0.00 %
cloudscapegt,2017.0,2,50.00 %
cloudthewolf games,2016.0,1,100.00 %
cloudthewolf games,2017.0,1,0.00 %
cloudweight studios,2017.0,1,0.00 %
"cloudcade, inc.",2016.0,1,100.00 %
cloudhead games ltd.,2017.0,1,100.00 %
clouds and blue,2016.0,2,0.00 %
club cotton games,2017.0,1,0.00 %
coaguco industries,2015.0,2,50.00 %
coatsink,2014.0,1,0.00 %
"coatsink,secret lunch",2016.0,1,0.00 %
cobalt flow studios,2017.0,1,0.00 %
cobra mobile,2011.0,1,0.00 %
cobra mobile,2012.0,3,0.00 %
cobra mobile,2013.0,2,0.00 %
cobra mobile,2017.0,1,0.00 %
cockroach inc.,2012.0,2,0.00 %
cockroach inc.,2013.0,2,0.00 %
cockroach inc.,2014.0,1,0.00 %
cockroach inc.,2017.0,1,0.00 %
